business_id,name,latitude,longitude,stars,review_count,categories
VJEzpfLs_Jnzgqh5A_FVTg,Jasmine Rice - Rittenhouse,39.9470839462,-75.1682054067,3.5,307,"Soup, Thai, Restaurants, Salad"
1UNorskttXSWuEcgzKzXcA,Xochitl,39.9428742,-75.1456449,3.5,453,"Lounges, Restaurants, Asian Fusion, Mexican, Latin American, Nightlife, Bars"
0qbMXG1Aw3a2beoQhU52lQ,Al Sham Restaurant - Philadelphia,40.0300231,-75.1803247,3.5,37,"Restaurants, Halal, Kebab, Middle Eastern"
hUX1yAimviBIhb21D_KtcQ,Cactus Restaurant & Bar,40.0245627,-75.2209958,3.0,312,"Mexican, Restaurants, Bars, Tex-Mex, Nightlife"
RVLF2RaStLkJiQCqBHknDw,Mom Mom's Kitchen and Polish Food Cart,39.9439859,-75.167449,5.0,91,"Food, Polish, Food Trucks, Street Vendors, Restaurants"
0JoB3ThhI-DS78-1Ks1EUQ,Hibachi 2 Go,39.9242167,-75.1703845,3.5,105,"Sushi Bars, Japanese, Restaurants"
17Y8circEnkMMXKfLo8Ztg,Bitar's,39.9346516,-75.1602726,4.0,154,"Restaurants, Middle Eastern, Falafel, Bakeries, Food, Greek, Mediterranean"
DGvkU7CkdBs6lNbncQmF3A,Franklin's,40.0110062,-75.189062,3.5,129,"Restaurants, Burgers, Nightlife, Beer, Wine & Spirits, American (New), Bars, Food, Karaoke, Sports Bars"
MF5-JPr0auUkY_WLTTVUaA,Tacodelphia,39.9448608451,-75.1652079004,4.0,240,"New Mexican Cuisine, Mexican, Tex-Mex, Tacos, Restaurants"
FHNIvNgh3fS7VZQq2Y3dsA,Cheu Noodle Bar,39.9467949,-75.1577025,4.0,818,"Asian Fusion, Tapas/Small Plates, American (New), Restaurants, Vietnamese, Korean, Noodles, Ramen, Japanese"
LY6OCkHEwfZtdOoQawNkWg,Samosa Vegetarian,39.9488451,-75.1612613,4.5,74,"Indian, Restaurants, Vegetarian, Buffets"
_O_KBH1MStcUkS1xk5pxsg,Franny Lou's Porch,39.9835674,-75.1293858,4.5,68,"Coffee & Tea, Breakfast & Brunch, Books, Mags, Music & Video, Bookstores, Tea Rooms, Bagels, Shopping, Sandwiches, Restaurants, Food"
RjISdNawGnpjsewMTSGgsA,KASUMI SUSHI,39.9102554,-75.1869588,4.0,55,"Restaurants, Japanese, Sushi Bars"
kxX2SOes4o-D3ZQBkiMRfA,Zaika,40.0798480557,-75.025079772,4.0,181,"Halal, Pakistani, Restaurants, Indian"
MUQDp-1rzSN3lCjUycNLug,Dunkin',39.9385148,-75.1981973,2.0,16,"Donuts, Food, Coffee & Tea, Restaurants"
LnZvGYbqozanOSevcftnrw,HipCityVeg - University City,39.953549,-75.202991,4.0,314,"Sandwiches, Food, Burgers, Restaurants, Vegan, Desserts"
RXItVN-qOBgbp_vBalAkOw,Goldie,39.953074,-75.192585,4.5,46,"Mediterranean, Falafel, Restaurants, Fast Food"
jULIPydhMj18KOI5OHTwfA,Buena Onda,39.9609147337,-75.1708267829,4.0,552,"Tacos, Restaurants, Mexican"
7BmboJEmyQ_DAgTCoCgpgg,Vientiane Bistro,39.9881000819,-75.1282148436,4.5,67,"Vegan, Restaurants, Laotian, Asian Fusion, Thai, Cafes"
UjXH7iq8eYauQoGswkxGYw,Wawa,40.0607947,-75.1920424,2.5,28,"Food, Restaurants, Convenience Stores, Delis, Coffee & Tea, Sandwiches"
kkcQYuF3w5iHnHMf0EnRhQ,Joe's Steaks + Soda Shop,40.0185131,-75.0581372,4.5,380,"Sandwiches, Restaurants, Cheesesteaks"
7yPzOek7Af2dKWGYKpcHWA,Khmer Kitchen,39.9274110049,-75.1556555182,4.5,372,"Restaurants, Cambodian"
vUrTGX_7HxqeoQ_6QCVz6g,Suraya,39.9736865005,-75.1339557767,4.5,1121,"Active Life, Beer Gardens, Grocery, Middle Eastern, Specialty Food, American (New), Parks, Cafes, Food, Nightlife, Restaurants, Coffee & Tea, Lebanese"
LdK6Tqr9-QK8eNezCUes9A,Mel's Kitchen,40.0359954,-75.2359063583,4.5,206,"Sandwiches, Soup, Cheesesteaks, Event Planning & Services, Breakfast & Brunch, Restaurants, Caterers"
mFE9V6LPpsDRUQLEBsBRRA,Pearl of East,39.9186353,-75.1824221,3.0,17,Restaurants
r2cjbHG_WGWUkaPCbLpo-A,Philly Fusion & Grill Chicken Bowl,39.962004,-75.1722752,4.0,20,"Restaurants, American (Traditional)"
DytKODMqcvQ7MWA0NN2uNw,Lloyd Whiskey Bar,39.9713575331,-75.127588677,4.0,210,"Nightlife, Restaurants, Wine Bars, Cocktail Bars, Gastropubs, Bars, American (New), Lounges"
gCcJTKC40CL0XtYYGfcXDw,Smiley's Cafe,40.024774,-75.2214354,4.5,423,"Juice Bars & Smoothies, Food, Mediterranean, Greek, Restaurants, Sandwiches"
t5RIuLUvE5fxr0TaRWxeQg,Il Tartufo,40.0255207,-75.2232588,3.0,85,"Italian, Restaurants"
9EkU93HxB6gMAvuvkfVqVA,Park Manor Deli,40.0303618,-75.1799143,2.5,16,"Delis, Cheesesteaks, Restaurants, Sandwiches"
WRMlifrYLjRY8q5YUUbfZA,iPho Vietnamese Restaurant,39.9674553,-75.169558,3.5,151,"Vietnamese, Restaurants"
BkzPB-keyU1Ri1Fd8YuiAw,Happy Joy Family Restaurant,39.9710521,-75.1582199,4.5,21,"Breakfast & Brunch, American (Traditional), Restaurants"
wCluBbW9nzS7MEMFltMwJw,Tasties,39.9717941,-75.2261989,2.5,106,"Food, Imported Food, Food Trucks, Desserts, Seafood, Steakhouses, Ethnic Food, Sandwiches, Soul Food, Specialty Food, Restaurants"
FnEkr6LzjuGsg93Z7fkl7Q,Misconduct Tavern,39.954395,-75.169849,3.0,131,"Bars, American (New), Nightlife, Restaurants"
Bmh7d4yVxpgLPQ8KLcy_4Q,Mediterra Grill,39.9887627,-75.249793,3.5,36,"Restaurants, American (New), Salad, Sandwiches, Mediterranean"
fB_VJEJTIMyWv5hC9T-xwA,So Korean Grill,40.0453172867,-75.1176526374,4.5,77,"Korean, Barbeque, Restaurants"
yYpU8EWucx32OYIIHqP63A,Oteri's Italian Bakery | North 5th St,40.0263283,-75.1324873,2.5,55,"Restaurants, Shopping, Jewelry, Event Planning & Services, Desserts, Bakeries, Caterers, Food"
MoU6F7B9bSLG6Ykan-9G_g,Los Jimenez,39.915332,-75.1584048,4.5,28,"Restaurants, Mexican"
4_W5pstoN1166TGjjPOrMg,Prohibition Taproom,39.9613018,-75.1593118,4.0,618,"American (Traditional), Bars, Nightlife, Restaurants, Beer Bar, Gastropubs, Breakfast & Brunch, Tapas/Small Plates"
AWJyivVwe3t9BO-k8D0ynQ,Cafe Square One,39.9489068,-75.1460802,4.5,245,"Food, Coffee & Tea, Cafes, Salad, Sandwiches, Sushi Bars, Restaurants, Breakfast & Brunch"
SADPX8WX34EQDj_jqtacMw,Bai Wei,39.9554771,-75.1572987,4.0,231,"Chinese, Food, Bubble Tea, Restaurants, Dim Sum, Szechuan"
roc-xyyzN5b_nImb0NdRLQ,Earl of Sandwich,39.8768139466,-75.2398777179,3.5,81,"Restaurants, Sandwiches, Wraps, Salad"
uE40984_YDgVvPeRpFcCaQ,The Fat Ham,39.9524388,-75.1873387,4.0,286,"Southern, Tapas/Small Plates, Restaurants"
HTqXI5S2XcSlh_ylx9sE6g,Termini Bros Bakery,39.9530477103,-75.1590135265,4.0,263,"Food, Restaurants, Bakeries"
mDd3GFkYQKXhTlpm7SHtCQ,Green Basil Thai Kitchen,39.9413000709,-75.1472321594,4.0,74,"Thai, Restaurants"
NMtUD873aWrNjljt3VOcFA,Juniper Commons,39.9440648,-75.1653273,3.5,63,"American (Traditional), Breakfast & Brunch, Restaurants, Diners"
HUp0fqvl0XbZmrCp5FfBjw,Fresh Gulf Seafood,39.920544,-75.188066,4.0,32,"Seafood, Restaurants, Distilleries, Farmers Market, Food"
YIdYc6tQIFRJPNIaPBupYQ,Zio Pizza Palace & Grill,39.955065,-75.1541846,4.0,43,"Fast Food, Italian, Vegetarian, Burgers, Vegan, Restaurants, Pizza, Chicken Wings"
fpde_5H6mH5ufv1tUfBAKQ,Authentic LanZhou Handpulled Noodles,39.9536866,-75.1561742,3.5,32,"Noodles, Restaurants"
j99PtxlKTW_u5alE4jiqHQ,Ralphs Italian Restaurant,39.9400584,-75.1578655,3.5,653,"Restaurants, Italian"
B-DiQpcSTJ7oMMnwzbAGTQ,Cucina Zapata,39.9542886,-75.1855377,4.5,248,"Thai, Food Stands, Restaurants, Mexican"
6CsLAjWXFlLpErBZEmGQ5g,Sky Cafe,39.9208882,-75.173682,4.5,135,"Indonesian, Restaurants"
bpEiVcivZFHixcDGKXQQJA,Valerio Coffee Roasters,40.0252890632,-75.2227872271,4.0,34,"Coffee & Tea, Bagels, Food, Breakfast & Brunch, Restaurants"
5ezrDoezdUlJpUa5Jg6dUQ,In the Valley,39.929453,-75.1636243,4.0,73,"Nightlife, Restaurants, Wine Bars, Bars, Tapas/Small Plates, Cocktail Bars, American (New)"
4RMHlggaIdNibPUJPVEd6w,Bridgewater's Pub,39.95528,-75.18251,3.5,162,"American (New), Bars, Restaurants, Nightlife"
WXwRcHGaV8W3twAOJtWlew,Village Burger,39.9424508214,-75.1420305669,1.5,16,"Restaurants, Burgers, Food, Food Trucks"
0zWAsCBzvuCI_Ydx7yH1Jw,Shing Kee,39.9346322655,-75.1551747608,4.0,84,"Noodles, Chinese, Restaurants, Soup"
0a8t_Th0jtWUMmtq0q2dqA,DK Sushi,39.9531984523,-75.1928739332,3.5,30,"Sushi Bars, Japanese, Restaurants"
BzQiDngZIG0MfbjJFg-yUQ,The Post,39.9524469799,-75.1836892962,4.0,46,"Bars, Nightlife, Arts & Entertainment, Restaurants, Arcades, Beer Bar, Cocktail Bars, Burgers, Chicken Wings"
Derr7dcpu_BRwl8OwGQtyg,Pizza Wings Steaks,39.960644,-75.189224,3.0,41,"Chicken Wings, Pizza, Restaurants, Steakhouses, Sandwiches, Vegan, Vegetarian"
KgozvZ1UFfXuJToqe8CfQg,Fortune Chinese Restaurant,39.9444060526,-75.1728806172,3.5,87,"Chinese, Restaurants"
nsZMsV91PfYQ8w2lbktpjA,Non Stop Pizza & Grille,40.022248,-75.0472798,3.5,13,"Restaurants, Pizza"
v7ibuvyZutqZ7pjMCH1exg,Frank's Spaghetti House,40.056184,-75.061858,3.5,43,"Italian, Restaurants, Bars, Wine Bars, American (New), Nightlife"
bSWL0YxfawjS03_g2kgujA,Allegro Pizza,39.9514453,-75.2029159,3.0,221,"Sandwiches, Restaurants, Pizza, American (Traditional), Italian"
ipaHtb0jzsnzuxkjQxvxgQ,Solly Pizza,40.0618594,-75.0520111,4.0,40,"Restaurants, Pizza"
NeY1bH6IKJxnn4YAixibsQ,Cosi,39.9536708974,-75.1949572908,2.5,115,"Coffee & Tea, Restaurants, Sandwiches, Food"
d_tRshM-w6S4QxE4VVi8tQ,Jones,39.9493144,-75.1525254,3.5,1141,"American (New), Restaurants, Southern, Diners, American (Traditional)"
QrIV69RPS4LTpIwPoL22_w,Applebee's Grill + Bar,39.993173,-75.092621,2.5,55,"Bars, Fast Food, Sports Bars, Chicken Wings, Restaurants, Steakhouses, Nightlife, American (Traditional), Burgers"
RZtGWDLCAtuipwaZ-UfjmQ,LaScala's,39.949529,-75.152139,3.5,367,"Pizza, Restaurants, Italian, Salad"
alUk6OwNhofyc90NDMDY-Q,Fabio's Chicken Restaurant Takeout,40.0232879,-75.1237642,4.5,14,"Latin American, Restaurants, Chicken Wings"
kimOwpoIWzJJx7NHTAj74Q,Little Kitchen,40.0000840441,-75.2284179916,2.5,50,"Thai, Restaurants, Japanese, Chinese"
mbglgx3nbRRPKxh0SxDjNQ,Parada Maimon,39.9590025431,-75.1582302558,4.5,202,"Latin American, Caribbean, Dominican, Mexican, Restaurants"
OHplb2m_dKPXY46mS0CqJQ,Stella Sera,40.0770647,-75.2087089,4.0,48,"Italian, Restaurants"
iX-B-N84nktxvhSwTYSfDw,Nauti Mermaid Crab House,39.9480691001,-75.1430340484,4.0,108,"Restaurants, Seafood, Piano Bars, Nightlife"
6_HDH0EIt2QvX0adkZdsTw,Goree,40.0334671,-75.1159524,3.5,19,"Imported Food, Specialty Food, Food, Ethnic Food, Restaurants, Halal, Senegalese, African"
eLbKuFpCtHEjCkoWkDDk7g,Trattoria Carina,39.9488052,-75.1779537,4.5,213,"Restaurants, American (Traditional), Italian"
eM5CowLA4lGmATovJrLRXQ,Al's Italiano Pizzeria & Ristorante,40.0605711,-75.0448466,3.5,23,"Delis, Sandwiches, Restaurants, Pizza, Desserts, Italian, Food"
xz3z2vqP8XkAsA11HA9pDg,Smokey Pint,40.001447,-75.07655,4.0,37,"Beer Bar, Nightlife, Comfort Food, Restaurants, Bars, Barbeque"
CinrOH8rMB2hEvPY_iFOHA,Casselli's Ristorante,40.1414879,-74.9846616,3.5,39,"Restaurants, Italian"
JZVK_yoV48O_2gDykG_1Ow,Bonks Bar,39.9863915,-75.0943523,4.0,35,"Seafood, Nightlife, Bars, American (Traditional), Restaurants"
lIOEBs50Uk45ehz7zrtYmQ,Tandoori Of India,39.922337,-75.164854,4.0,71,"Indian, Venues & Event Spaces, Desserts, Food, Salad, Halal, Event Planning & Services, Restaurants"
gSw5N8h5lpC4XGw_nthyrQ,Sorrento's Pizza,40.038781,-75.149469,2.5,39,"Restaurants, Pizza"
4SQ5uczVt66-GGGeNQRfEA,Rotten Ralph's,39.9484876,-75.1442086,2.5,200,"Nightlife, Restaurants, American (Traditional), Pubs, Bars"
vCHNWdW-ys-nWUx3Cpvk8Q,Swiss Haus Cafe & Pastry Bar,39.9507452,-75.1701679,4.0,261,"Bakeries, Kosher, Food, Restaurants, Coffee & Tea"
htO_nlxkEsYHzDrtbiUxew,La Colombe Coffee,39.9506099,-75.172368,4.0,614,"Restaurants, Food, Coffee & Tea"
DsKzHnkLKnxZTVsFpts4oA,Red Owl Tavern,39.9492805,-75.1489288,3.5,618,"Breakfast & Brunch, American (New), Restaurants"
eznriqn0sKt0D594H5OCcA,La Fonda De Teresita,39.9304879336,-75.1582029462,4.0,43,"Mexican, Restaurants"
gHMN4jk8kjG50CH-IRY2Dw,Arbys Roast Beef,39.9788169932,-75.1191148148,2.5,19,"Sandwiches, American (Traditional), Fast Food, Restaurants"
AxcyIxsjJbRNG2RFTguavw,Mike's Hot Dog Cart,39.9223806,-75.1869289,5.0,22,"Food Stands, Restaurants"
zNi8ceY3sLBXZoTUstjrvg,Burger Lane,39.9973553,-75.1669794,2.0,14,"Restaurants, Burgers"
7crp8LZA4HbkMAKyh8Wcdg,Romano's Pizza Express,39.9952251,-75.1393742,2.5,24,"Restaurants, Pizza"
NBlB85ch_WCxYJ4fPWHxJA,MexiCali,39.954940073,-75.2023024894,4.5,50,"Mexican, Food Trucks, Restaurants, Food"
9gObo5ltOMo6UgsaXaHPWA,R2L,39.9516172612,-75.167190457,3.5,787,"American (New), Lounges, Nightlife, Cocktail Bars, Bars, Restaurants"
LrMVQ2TlZyS82qTkDM9mxw,Feltonville Express Pizza,40.0236527,-75.1243229,2.0,26,"Restaurants, Pizza"
Z5po0aTuzKKblek5y6Sp8Q,500 Degrees,39.9503631,-75.1662246,3.5,443,"Food, Burgers, Restaurants"
GNnDvJwtA9C1XFf-yv4KVA,La Marqueza - Food Truck,39.9610084469,-75.1666989129,4.5,23,"Mexican, Breakfast & Brunch, Food Trucks, Street Vendors, Restaurants, Food Stands, Food"
tqBkgu2wyCjYBWuTQoy2aw,Orchard Smoothie and Cafe,39.9349405,-75.1636927,3.0,34,"Cafes, Restaurants, Food, Juice Bars & Smoothies"
L2pmVQMrpY-yZwZkZoRt5g,Giovanni's Pizzeria,40.0334795,-75.1758562,2.5,46,"Restaurants, Sandwiches, Italian, Pizza"
fAKJLkzh71-K8ra82xZJWw,Liberty Bar & Grill,39.9538230896,-75.1769866943,4.0,69,"Nightlife, Dance Clubs, Bars, Restaurants, American (New), Dive Bars, Pubs, Sports Bars, Food, Beer, Wine & Spirits"
D2gONomZQyRjxR3TMHJovw,Wawa,39.949233,-75.164075,3.0,79,"Sandwiches, Food, Gas Stations, Restaurants, Coffee & Tea, Automotive, Convenience Stores"
toMVWIsPJmS7-LiLAf2AfA,Ippolito's Seafood,39.9049727,-75.1588247,4.0,101,"Food, Grocery, Specialty Food, Sandwiches, American (Traditional), Butcher, Fish & Chips, Seafood Markets, Restaurants, Seafood, Salad"
FKrP06TDAKtxNG1vrRQcQQ,Johnny Rockets,39.9419525,-75.1505858,2.5,110,"Burgers, American (Traditional), American (New), Restaurants, Sandwiches, Fast Food"
vR9SKMvXCXyrl6u5ouWHBQ,Chan's Halal Restaurant,39.9798334,-75.232945,3.0,44,"Asian Fusion, Chinese, Restaurants, Halal"
R76nXl5oTep-d1ZGPZSimQ,Trio Breakfast & Lunch,40.03145806,-75.1788476379,3.0,35,"Restaurants, Chinese, American (Traditional), Fast Food, Breakfast & Brunch"
NB9wGhMqy27suWqNzk3laA,Ariana,39.9481961938,-75.1437439718,4.0,115,"Middle Eastern, Afghan, Restaurants"
FIQZMB4G1pfqOAByuJ1SYA,Ruby Garden Restaurant,40.041631,-75.06483,3.0,26,"Dim Sum, Diners, Seafood, Restaurants, American (Traditional), Chinese, Cantonese"
a93-oNkJsUWOCiHu5O9xLA,Burger King,40.0879342598,-74.9671626596,2.0,19,"Fast Food, Burgers, Restaurants"
LACylKxImNI29DKUQpWuHw,Burger King,39.949709197,-75.1549760369,2.0,32,"Restaurants, Burgers, Fast Food"
DRnvSL_I8MLuTLhl6O4JBQ,Gennaro's Tomato PIE,39.9299503,-75.162894,3.5,49,"Pizza, Restaurants"
HSXvx9ajd9cGDzYIScmrig,TyeMeka's Soul Food,40.0381549,-75.1769466,3.5,27,"Restaurants, Soul Food"
eaDZlSuVS0EY67Ke6pRP6Q,Penang,39.954044,-75.15598,3.5,1112,"Malaysian, Asian Fusion, Cambodian, Chinese, Restaurants, Thai"
Dv6RfXLYe1atjgz3Xf4GGw,HipCityVeg,39.950774,-75.170397,4.0,1082,"Burgers, Vegetarian, Restaurants, Vegan"
9iBlpXwgBFLVnx6RmHsiCQ,Foods On First,39.954879,-75.1644704,3.5,96,"Sandwiches, Cheesesteaks, Restaurants, Event Planning & Services, Diners, Caterers, American (Traditional), Breakfast & Brunch"
9PCPV34KV1B_E3v1IUi4tQ,African Small Pot,39.9255169287,-75.2345210196,4.0,49,"Restaurants, Senegalese, African"
F8yozE3NWnImNApHO347gQ,Marrakesh,39.9420436,-75.1495102,4.5,659,"Restaurants, Mediterranean, Moroccan"
BJphaOPeTtqUFF5pauQEhw,Los Caballos Locos,39.9179108,-75.1491694,4.5,31,"Salvadoran, Desserts, Mexican, Restaurants, Food, Southern, Latin American"
UhSVDwQFW6mKmaEA5OTU7A,Sansom Kabob House,39.950303,-75.166856,4.0,128,"Vegetarian, Middle Eastern, Restaurants"
NVN_23yYJDf_RAinqFICDA,Hot Diggity!,39.9419555,-75.1532373,4.5,191,"Hot Dogs, Restaurants, Vegetarian"
eMiN8nm70jjKg8izikVWDA,Chickie's & Pete's,39.9114175,-75.1745111,3.5,590,"Seafood, Nightlife, Sports Bars, Bars, Restaurants, American (New)"
tJCnUtGdyPyOGt5kudLrTA,Wise Guys Pizza & Steaks,39.95703,-75.203031,3.5,22,"Pizza, Cheesesteaks, Restaurants, Chicken Wings"
QjktE2M71v56CVHERuyiTg,Layalena Hookah Lounge,39.962279,-75.141283,4.5,21,"Cafes, Bars, Nightlife, Restaurants, Middle Eastern, Hookah Bars"
CldkS_vTY-vQKYw3LPXpuw,Domino's Pizza,40.0275052,-75.2094578,2.0,40,"Pizza, Chicken Wings, Restaurants, Sandwiches"
JUlsvVAvZvGHWFfkKm0nlg,El Camino Real,39.9673004,-75.1403984,3.5,1014,"Mexican, Tex-Mex, Restaurants, Barbeque"
0zf4KKZqbqoxiuKzeZLDdg,PrimoHoagies,39.949216187,-75.1590522333,3.5,65,"Italian, Sandwiches, Restaurants"
I9DCtzUgR4gamBFMVsdY8g,Capital Beer,39.976126,-75.119234,3.5,75,"Chinese, Restaurants, Sushi Bars"
piUZEndStsWNnRUwOPk8jA,King's Garden,40.074311,-75.202909,3.5,83,"Chinese, Cantonese, Restaurants, Beer, Wine & Spirits, Food"
jOhRFAJYBHU3chGwg1e4_A,1st NE International Market,40.0415935137,-75.0547986031,3.0,13,"Food, Grocery, Restaurants, International Grocery, Asian Fusion"
OHzX-ZD9qyoeoxR8Z0dlIA,Khyber Pass Pub,39.9486423,-75.1441173,4.0,845,"Restaurants, American (Traditional), Bars, Pubs, Nightlife, Gastropubs"
VRnJgj0IvxoksHppE78X2Q,Lee How Fook,39.9562631,-75.1570795,4.0,231,"Dim Sum, Restaurants, Cantonese, Chinese"
tQYOAfl33tmP4oWpfyRr6g,El Sabor Poblano,39.9358187,-75.1686973,3.5,56,"Mexican, Latin American, Restaurants, Breakfast & Brunch"
0mijbNf-7wiKJ9xto1pAyg,Spice Finch,39.9493776356,-75.169540979,4.5,325,"Breakfast & Brunch, Restaurants, Mediterranean"
Zh8X1au_crT9jBs2LlPb2Q,Aldine,39.9519296405,-75.1721942396,4.0,156,"Restaurants, Nightlife, Breakfast & Brunch, American (New), Cocktail Bars, Bars"
EtKSTHV5Qx_Q7Aur9o4kQQ,Village Whiskey,39.9514165949,-75.1737677917,4.0,1553,"Bars, Nightlife, Whiskey Bars, Burgers, Restaurants, American (New)"
TZ_pTn6SeZwRcnx6v3bREQ,Tsaocaa,40.026369,-75.2251847,4.5,53,"Ice Cream & Frozen Yogurt, Restaurants, Chicken Wings, Food, Bubble Tea"
E1gf1YIWOo1BgzMUwJtEZg,Top Tomato Bar & Pizza,39.9495688,-75.1589615,3.5,232,"Pizza, Breakfast & Brunch, Nightlife, Sandwiches, Italian, Restaurants, Cheesesteaks, Food Delivery Services, Cocktail Bars, Sports Bars, Food, Bars"
mj29-9AHH3OfaGWLPM2Jnw,Tankie's Tavern,39.914962,-75.176638,4.0,25,"Salad, Sandwiches, Restaurants, Pizza"
DXYhpEv17mWqSqFjau7vhg,Eatalia,39.9749514719,-75.1184531736,4.0,166,"Italian, Restaurants"
bUnqKEP7h48ePxHMXV0fNw,Bridesburg Pizza,40.0016758779,-75.0653133347,3.5,18,"Pizza, Restaurants"
Gw7UW0E2BguzL9suQnwDeg,SPOT Gourmet Burgers,39.9747101233,-75.1825701445,4.5,282,"Restaurants, Food, Cheesesteaks, Food Trucks, Burgers"
f88P1gIbRpRzsYAHj9hGdA,Sid Booker's Shrimp,40.0233829,-75.1483587,3.5,59,"Restaurants, Food, Seafood"
r-kln94enJMMmCWmzbXO2g,Kermit's Bake Shoppe,39.9394185445,-75.1803047991,4.0,183,"Food, Restaurants, Bakeries, Pizza"
dWoYU1l6t7_VB2LHYLHxmw,Olde City Food Market,39.949726,-75.1440717,3.0,29,"Grocery, Breakfast & Brunch, Delis, Food, Convenience Stores, Restaurants, Sandwiches"
eeKJYP614nNnDwnjKpl7XA,Punch Buggy Brewing,39.9736435923,-75.1395907626,4.0,24,"Breweries, Brewpubs, Food, Hot Dogs, Restaurants, Sandwiches"
2SYEGA2fZLdzZQ9lmIfM5Q,Urban Village Brewing Co,39.9667,-75.13997,4.0,221,"American (New), Bars, Food, Pubs, Breweries, Pizza, Restaurants, Nightlife"
u7_3L1NBWgxhBM_B-cmmnA,Pizzeria Vetri,39.960888,-75.171213,4.0,651,"Italian, Pizza, Restaurants, Salad"
x1CpCXik31TwTtMPMcrcug,"A Tutti, Ristorante Italiano",40.018238,-75.2115092,4.5,78,"Restaurants, Pizza, Coffee & Tea, Italian, Food"
EAtdpksdWfWAaqh3XdnNNg,Essene Market & Café,39.9399804,-75.1492562,3.5,149,"Restaurants, Food, Vegetarian, Organic Stores, Health Markets, Bakeries, Specialty Food, Grocery"
XQWZQjC73fCTRGWnD18-Eg,Mac Mart,39.9514489,-75.1705213,4.0,321,"American (Traditional), Restaurants, American (New)"
uVJkqQ1U9MH7hBorrwGhBg,Wishbone,39.9539029,-75.204325,3.5,191,"Thai, Restaurants, Coffee & Tea, Chicken Wings, Comfort Food, Food, Specialty Food, American (New), Chicken Shop"
vcyyzUqEiCTSrFmHgqvxpg,SALERNO'S Ristorante & Pizzeria,40.0512797,-75.0943052,4.0,44,"Pizza, Restaurants, Italian"
YtSqYv1Q_pOltsVPSx54SA,Rittenhouse Grill,39.9489487,-75.1695317,3.5,290,"Wine Bars, Restaurants, Nightlife, Steakhouses, Seafood, Bars"
rQW9iupvhk6ScPn2VPNLVQ,Octopus Falafel Truck,39.952932,-75.173293,4.5,420,"Food Trucks, Falafel, Food Stands, Food, Mediterranean, Restaurants, Middle Eastern"
PYUI1OJVksGUbCrteU68bw,Bourbon & Branch,39.96207,-75.14104,4.0,392,"Bars, American (Traditional), Breakfast & Brunch, Music Venues, Arts & Entertainment, Nightlife, Restaurants"
pHBwvBG3iZdOfpLNZTkVWQ,Pasqually's Pizza,39.9545323,-75.2089392,4.0,96,"Italian, Food Delivery Services, Beverage Store, Food, Pizza, Restaurants, Beer, Wine & Spirits"
CUksnsKMcWykT-rm0Lnw-w,South Philly Smökhaus,39.9251920306,-75.1600814983,4.0,22,"Restaurants, Smokehouse, Barbeque, Food"
X3pLW1Fq9SlbrUFsxgynwA,Moy Fong Restaurant,40.0608409,-75.1672091,3.5,25,"Restaurants, Chinese"
5eldbLrF_oodWvu1VuEP8w,1925 Cocktail Lounge,39.9510336,-75.1686696,2.5,47,"Restaurants, Bars, Adult Entertainment, Lounges, American (New), Nightlife"
KnyuQ1D7QE7X8eMk8T3kTA,Tasties,40.0317308,-75.1677993,2.5,63,"Soul Food, Restaurants"
qDkbudGRfmJvf7trQZea4g,Ruth's Chris Steak House,39.9472570078,-75.164857377,3.0,110,"Restaurants, Steakhouses"
QvjY9esYNRMe_5kvT6TC5g,Chaat and Chai,39.9245858,-75.1726715,4.0,50,"Pakistani, Indian, Restaurants"
OKPUO8zvBBL-OA6-SfDx8Q,Heirloom Fine American Cookery,40.077882,-75.2088615,4.0,87,"American (Traditional), Restaurants"
1DkolDhbc0kydORZCIp7Fw,Night Market,39.9542677,-75.1678993,3.0,66,"Food Stands, Restaurants, Local Flavor"
aCHS5pnDjChkHpFo4-EfKg,Bistro La Baia,39.945162,-75.1702591,3.5,225,"Italian, Restaurants"
TQloD2_k3J67Q1J_picgfw,Wawa,39.9771998493,-75.1184864286,2.5,43,"Convenience Stores, Sandwiches, Restaurants, Coffee & Tea, Food"
wUnLSg_GKfEIQ5CQQ770_g,Vetri Cucina,39.9466441,-75.1631867,4.5,489,"Italian, Cuban, Restaurants"
LWxC1AisOHQV-cfo5tprLQ,Burrito Bonito,39.9496713,-75.1442542,3.0,24,"Mexican, Restaurants"
DRr5xdfHtqgWfhmdTU1B8Q,London Grill,39.9675638,-75.1754915,3.0,350,"Breakfast & Brunch, Italian, Restaurants, American (New)"
_RwlMTw9uFeOkfX9Ctf1HA,Dinardo's Famous Crabs,39.9540048,-75.1454969,2.5,256,"American (Traditional), Food, Restaurants, Seafood"
4-TKASCNK5-XBWdXmeXWbA,Wawa,39.950533787,-75.1619937165,2.5,21,"Food, Coffee & Tea, Convenience Stores, Sandwiches, Restaurants"
L3V21nAe-CicW2bvtNWa0g,Mixx Japanese Cuisine and Noodle Bar,39.953333,-75.156571,3.0,118,"Sushi Bars, Restaurants, Japanese, Asian Fusion"
45tvAZaoMo0VhsJvPHf9sw,Lite Choice,39.9497521,-75.1674681,3.0,29,"Ice Cream & Frozen Yogurt, Gluten-Free, Food, Restaurants, Juice Bars & Smoothies"
